Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Source,EID,Reviewer,Reviewer Comments,Reviewer Decision
"Gugenheimer J., Plaumann K., Schaub F., Di Campli San Vito P., Duck S., Rabus M., Rukzio E.",55876769400;56940999100;35190916400;57193548001;57193545713;57193546996;18233783900;,The impact of assistive technology on communication quality between deaf and hearing individuals,2017,"Proceedings of the ACM Conference on Computer Supported Cooperative Work, CSCW",,,,669,682,,22.0,10.1145/2998181.2998203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014744766&doi=10.1145%2f2998181.2998203&partnerID=40&md5=6924e43ab40d8c0cb67eabdad3f9ef1e,"Deaf individuals often experience communication difficulties in face-to-face interactions with hearing people. In order to support deaf individuals in such situations, an active stream of assistive technology (AT) research focuses on real-time translation of sign language. We investigate the impact of real-time translation-based ATs on communication quality between deaf and hearing individuals. We conducted a focus group and a Wizard of Oz study in which deaf and hearing participants jointiy interacted with different assistive technologies. We find that while ATs facilitate communication, communication quality is degraded by to breaks in the conversation. Using Co-Cultural Theory, we identify deaf people as a subordinate group inside a hearing society. Our results indicate that current ATs reinforce this subordination by emphasizing deficiency of mastering the dominant form of communication. Based on our findings, we propose a change in design perspective by enabling the hearing to sign rather than the deaf to ""hear"". We argue that ATs should not be seen as ""just"" a tool for the Deaf but rather as a collaborative technology. © 2017 ACM.",Assistive technology; Co-Cultural Theory; Deaf; Developing assistive technology; Social implications,Computation theory; Computer hardware description languages; Computer supported cooperative work; Groupware; Interactive computer systems; Translation (languages); Assistive technology; Collaborative technologies; Communication quality; Cultural theory; Deaf; Face-to-face interaction; Social implication; Wizard-of-oz studies; Audition,Conference Paper,Final,Scopus,2-s2.0-85014744766,Peter,,
"Wang F., Nagano H., Kashino K., Igarashi T.",56103888600;7202707871;6701924954;7403250321;,Visualizing Video Sounds With Sound Word Animation to Enrich User Experience,2017,IEEE Transactions on Multimedia,19,2,7576622,418,429,,16.0,10.1109/TMM.2016.2613641,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010297441&doi=10.1109%2fTMM.2016.2613641&partnerID=40&md5=0ac21351c1e6dc827534e8dc18056ae5,"Sound information in videos plays an important role in shaping the user experience. When sound is not accessibl in videos, text captions can provide sound information. However, conventional text captions are not very expressive for nonverbal sounds because they are designed to visualize speech sounds. Here, we present a framework to automatically transform nonverbal video sounds into animated sound words and position them near the sound source objects in the video for visualization. This provides natural visual representation of nonverbal sounds with rich information about the sound category and dynamics. To evaluate how the animated sound words generated by our framework affect the user experience, we implemented an experimental system and conducted a user study involving over 300 participants from an online crowdsourcing service. The results of the user study show that the animated sound words can effectively and naturally visualize the dynamics of sound while clarifying the position of the sound source as well as contribute to making video-watching more enjoyable and increasing the visual impact of videos. © 2016 IEEE.",Animation; entertainment; environmental sound processing; sound visualization; sound word; user experience; video annotation,Acoustic generators; Animation; Visualization; entertainment; Environmental sounds; Sound visualization; User experience; Video annotations; Video signal processing,Article,Final,Scopus,2-s2.0-85010297441,Peter,,
"Dharamsi T., Jawahar R., Mahesh K., Srinivasa G.",57225257980;57193355032;58084572400;15061874300;,Stringing Subtitles in Sign Language,2017,"Proceedings - IEEE 8th International Conference on Technology for Education, T4E 2016",,,7814830,228,231,,1.0,10.1109/T4E.2016.055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013249511&doi=10.1109%2fT4E.2016.055&partnerID=40&md5=ea5e252419f879ac82feded48d1dfc76,"This paper presents a system designed as a sign language teaching aid. This system is capable of generating the sign-language equivalent of an input phrase or sentence in textual or audio form, with automated processing for language constructs such as tenses and plurals. For words or phrases, especially named entities not present in the repository, the system strings together images or video clips of alphabets to transcribe the input. The system also has the provision for a user to record their version of phrases and words as video clips (or still images) to augment the system's repository. This is particularly useful for pedagogy in Indian sign languages since most schools have their own vocabulary. The system was designed with inputs and continuous feedback from faculty at the Mathru Center for the Deaf, Dumb and Differently-Abled in Bengaluru. We envisage continuing to test the system and augment features to eventually open this up as a useful avenue for the pedagogy of sign languages. © 2016 IEEE.",automated transcription; sign language; teaching-aid; text parsing; text to video,Education; Syntactics; Transcription; Video cameras; Automated processing; Indian sign languages; Language constructs; Named entities; Sign language; Teaching aids; Text parsing; text to video; Teaching,Conference Paper,Final,Scopus,2-s2.0-85013249511,Peter,,
"Harris R.J., Borror S.W., Koblitz K.R., Pearn M., Rohrer T.C.",36182974200;57126224800;57126373400;57126131800;57125800600;,"Memory for Emotional Content from Entertainment Film: The Role of Subtitles, Sex, and Empathy",2017,Media Psychology,20,1,,28,59,,3.0,10.1080/15213269.2015.1121828,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958524953&doi=10.1080%2f15213269.2015.1121828&partnerID=40&md5=a0c1dacc30c8cc7236077cea115ebde3,"A major component of consuming filmed entertainment is vicariously experiencing emotions of the filmed characters, yet little is known about how this occurs. Four experiments assessed memory for emotions felt by characters in extended film clips from either a contemporary farce (Overboard) or a historical drama (Sense and Sensibility) under various conditions of native or foreign language in the dialogue or subtitles. English-speaking participants watched a clip and then assessed on 6-point scales specific positive and negative affect felt by characters at various points during the film. Both positive and negative affect felt by characters in both films were perceived and remembered better in conditions with English sound or subtitles than in conditions with no English channel, although, unexpectedly, spoken dialogue or subtitles alone were equally effective at conveying emotion. Overall, emotion memory from the contemporary farce was better than from the historical drama and was surprisingly good even in conditions with no English, especially for the farce. Conditions with only sound, subtitles, or pictures were very comparable to each other. Participants higher in trait fantasy empathy remembered emotions better. The components of an eventual model of emotional comprehension were sketched. Copyright © Taylor & Francis Group, LLC.",,,Article,Final,Scopus,2-s2.0-84958524953,Peter,,
"Goldin-Meadow S., Brentari D.",7004380699;6505907624;,"Gesture, sign, and language: The coming of age of sign language and gesture studies",2017,Behavioral and Brain Sciences,40,,,1,17,,139.0,10.1017/S0140525X15001247,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057631298&doi=10.1017%2fS0140525X15001247&partnerID=40&md5=bc8a1878d81ada93c9451153aef97525,"How does sign language compare with gesture, on the one hand, and spoken language on the other? Sign was once viewed as nothing more than a system of pictorial gestures without linguistic structure. More recently, researchers have argued that sign is no different from spoken language, with all of the same linguistic structures. The pendulum is currently swinging back toward the view that sign is gestural, or at least has gestural components. The goal of this review is to elucidate the relationships among sign language, gesture, and spoken language. We do so by taking a close look not only at how sign has been studied over the past 50 years, but also at how the spontaneous gestures that accompany speech have been studied. We conclude that signers gesture just as speakers do. Both produce imagistic gestures along with more categorical signs or words. Because at present it is difficult to tell where sign stops and gesture begins, we suggest that sign should not be compared with speech alone but should be compared with speech-plusgesture. Although it might be easier (and, in some cases, preferable) to blur the distinction between sign and gesture, we argue that distinguishing between sign (or speech) and gesture is essential to predict certain types of learning and allows us to understand the conditions under which gesture takes on properties of sign, and speech takes on properties of gesture. We end by calling for new technology that may help us better calibrate the borders between sign and gesture. © 2017 SAGE Publications Ltd.",Categorical; Gesture-speech mismatch; Gradient; Homesign; Imagistic; Learning; Morphology; Phonology; Syntax,article; gesture; human; human experiment; learning; morphology; phonetics; scientist; sign language; speech; classification; language development; learning; physiology; speech; Gestures; Humans; Language Development; Learning; Sign Language; Speech,Article,Final,Scopus,2-s2.0-85057631298,Peter,,
"Stone N.J., Chaparro A., Keebler J.R., Chaparro B.S., McConnell D.S.",7202511167;7005806657;25958102700;6603620214;7101708894;,Introduction to human factors: Applying psychology to design,2017,Introduction to Human Factors: Applying Psychology to Design,,,,1,404,,5.0,10.1201/9781315153704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054227189&doi=10.1201%2f9781315153704&partnerID=40&md5=afb9d09be4f7b2329f0294fbca2ed108,"This is a comprehensive, but accessible text that introduces students to the fields of human factors and ergonomics. The book is intended for undergraduate students, written from the psychological science perspective along with various pedagogical components that will enhance student comprehension and learning. This book is ideal for those introductory courses that wish to introduce students to the multifaceted areas of human factors and ergonomics along with practical knowledge the students can apply in their own lives. © 2018 by Taylor & Francis Group, LLC.",,,Book,Final,Scopus,2-s2.0-85054227189,Peter,,
"Matamala A., Romero-Fresco P., Daniluk L.",25921557700;36675476200;57202040632;,The use of respeaking for the transcription of non-fictional genres an exploratory study,2017,inTRAlinea,19,,,,,,5.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046894668&partnerID=40&md5=5aa90a65daad7264b53798890933e207,"Transcription is not only a useful tool for audiovisual translation, but also a task that is being increasingly performed by translators in different scenarios. This article presents the results of an experiment in which three transcription methods are compared: Manual transcription, respeaking, and revision of a transcript generated by speech recognition. The emphasis is put on respeaking, which is expected to be a useful method to speed up the process of transcription and have a positive impact on the transcribers� experience. Both objective and subjective measures were obtained: On the one hand, the time spent on each task and the output quality based on the NER metrics and on the other, the participants� opinions before and after the task, namely the self-reported effort, boredom, confidence in the accuracy of the transcript and overall quality. � inTRAlinea & A. Matamala, P. Romero-Fresco & L. Daniluk (2017).",Audiovisual translation; Respeaking; Speech recognition; Subtitling; Transcription,,Review,Final,Scopus,2-s2.0-85046894668,Peter,,
"Mendes F., Kožuh I., Debevc M.",57200200999;54412464700;56816724400;,Accessible movies for disabled people,2017,Proceedings of the International Conference on Interfaces and Human Computer Interaction 2017 - Part of the Multi Conference on Computer Science and Information Systems 2017,,,,251,254,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040200812&partnerID=40&md5=673b28afe1f2e545e26a03dea7a66bf8,"Throughout the years disabled people have been facing barriers when watching movies in theaters or at home due to the lack of tools providing sufficient level of accessibility. Accordingly, when it comes to improving accessibility of movies for the deaf and hard-of-hearing, as well as for the blind and the visually-impaired, there has been an important debate on which technological solutions are to be the most appropriate. Solutions, such as audio descriptions and captions, are widely adopted but they represent a higher cost that very few movie theaters want to support. In a different context, sign language interpreter videos are also an alternative, although it has not become widely adopted. Moreover, many websites contain video players with keyboard traps that may ruin the user experience. Nevertheless, recent advances in technology are now enabling the automatic generation of captions for movies as well as the price decrease in hardware parts. Plus, with the adoption of smartphones and mobile applications, new alternatives are appearing at a fraction of the cost (if any) to the consumer. In this paper, we present a broad overview of the topic, its status, and forecast to the future. © 2017.",Accessibility; Disability; Inclusion; Movie; Technology,Audition; Costs; Inclusions; Motion pictures; Technology; Transportation; Vision aids; Accessibility; Automatic Generation; Disability; Level of accessibility; Mobile applications; Movie; Technological solution; Visually impaired; Human computer interaction,Conference Paper,Final,Scopus,2-s2.0-85040200812,Peter,,
"Egusa R., Kawaguchi S., Sakai T., Kusunoki F., Mizoguchi H., Namatame M., Inagaki S.",55212262100;57194835479;57007551700;6701837740;35430648400;22433574600;7202273286;,Development of an automatic location-determining function for balloon-Type dialogue in a puppet show system for the hearing impaired,2017,CSEDU 2017 - Proceedings of the 9th International Conference on Computer Supported Education,2,,,340,344,,1.0,10.5220/0006377203400344,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023181328&doi=10.5220%2f0006377203400344&partnerID=40&md5=ce464af03cb892246457e01452065ef6,"People with hearing impairments have a tendency to experience difficulties in obtaining audio information. They have difficult to watch puppet shows. In this study, we have undertaken the development of a dialogue presentation function in a puppet show system for the hearing impaired. The dialogue presentation function that was developed is an automatic location-determination system for balloon-Type dialogue. The balloontype dialogue turns the lines of dialogue into text and displays it as balloons in the background animation of the puppet show. This function automatically places the balloon-Type dialogue in the vicinity of the locations of the puppets. In the evaluation test, 24 college students with a hearing impairment were used as participants, and a comparison was made between a system that implemented the automatic locationdetermination function for balloon-Type dialogue and a system that did not implement said function. These results indicate the effectiveness of the location tracking function for balloon-Type dialogue as a means for ensuring access to audio information in puppet shows. © 2017 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved.",Balloons; Dialogue presentation; People with hearing impairment; Puppet show,Balloons; E-learning; Location; Sandwich structures; Students; Audio information; Automatic location; College students; Dialogue presentation; Evaluation test; Hearing impaired; Hearing impairments; Puppet show; Audition,Conference Paper,Final,Scopus,2-s2.0-85023181328,Peter,,
"Smith C., Allman T., Crocker S.",53876647500;6602299459;57194382788;,Reading between the lines: Accessing information via Youtube’s automatic captioning,2017,Online Learning Journal,21,1,,115,131,,6.0,10.24059/olj.v21i1.823,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019899088&doi=10.24059%2folj.v21i1.823&partnerID=40&md5=65d0bb40cda71cbc81e705e9f02ef677,"This study and discussion center upon the use of YouTube’s automatic captioning feature with college-age adult readers. The study required 75 participants with college experience to view brief middle school science videos with automatic captioning on YouTube and answer comprehension questions based on material presented auditorily and/or through the automatic captions. Participants were divided into groups and presented with the captioned videos with or without sound. The videos, which all focused on the solar system, contained low and high instances of errors within the captions. The research found that comprehension of the automatic caption text varied significantly based on how the participants viewed the videos, with significantly more errors in comprehension for the group that viewed the high error video with automatic captioning only. © 2017, The Online Learning Consortium. All rights reserved.",Access; Accessibility; Captioning; Deaf; Distance education; Hard of hearing; Online learning,,Article,Final,Scopus,2-s2.0-85019899088,Peter,,
Orrego-Carmona D.,57201389752;,A reception study on non-professional subtitling: Do audiences notice any difference?,2016,Across Languages and Cultures,17,2,,163,181,,28.0,10.1556/084.2016.17.2.2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044620582&doi=10.1556%2f084.2016.17.2.2&partnerID=40&md5=7be12753bdf2e4e21ecad2bef15b7373,"The audience's reluctance to wait for the international release of audiovisual products, coupled with the easy access to audiovisual material and subtitling tools on the Internet, has triggered an increase in the production and use of non-professional subtitling. However, up to now, we know little of how people receive the subtitles and how much they understand when watching products with non-professional subtitles. This paper presents the results of a study that explores the audience reception of subtitled TV series using professional and non-professional subtitling. Fifty-two participants were shown three excerpts from The Big Bang Theory with three subtitled versions: the professional version extracted from the Spanish DVD and two non-professional versions produced by two different nonprofessional subtitling communities. Data were collected through questionnaires, eye tracking and interviews. The results show that non-professional subtitles do not necessarily affect audience reception negatively. Further, both eye tracking and self-reported data yielded interesting insights into audience reception. Based on the findings, it is possible to say that there are non-professional translations that are as good as their professional counterparts. © 2016 Akademiai Kiadó, Budapest.",Audience; Eye tracking; Non-professional subtitling; Reception; Subtitling,,Article,Final,Scopus,2-s2.0-85044620582,Peter,,
"Szarkowska A., Krejtz I., Pilipczuk O., Dutka Ł., Kruger J.-L.",54416458200;54395481500;56018914300;57190034357;9277428700;,"The effects of text editing and subtitle presentation rate on the comprehension and reading patterns of interlingual and intralingual subtitles among deaf, hard of hearing and hearing viewers",2016,Across Languages and Cultures,17,2,,183,204,,33.0,10.1556/084.2016.17.2.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044568621&doi=10.1556%2f084.2016.17.2.3&partnerID=40&md5=a12a9713ca3b9bfa55ec77e8cbc83496,"In this paper we examine the influence of text editing (edited vs. verbatim subtitles) and subtitle presentation rates (12 vs. 15 characters per second) on the comprehension and reading patterns of interlingual and intralingual subtitles among a group of 44 deaf, 33 hard of hearing and 60 hearing Polish adult subjects. The results of the eyetracking study show no benefit of editing down the text of subtitles, particularly in the case of intralingual subtitling and deaf viewers. Verbatim subtitles displayed with the higher presentation rate yielded slightly better comprehension results, were skipped less often, and resulted in more effective reading patterns. Deaf and hard of hearing participants had lower comprehension than hearing people; they also had a higher number of fixations per subtitle and were found to dwell on subtitles longer than the hearing. © 2016 Akadémiai Kiadó, Budapest.",Editing; Presentation rate; Reading speed; Subtitling; Verbatim,,Article,Final,Scopus,2-s2.0-85044568621,Peter,,
Perego E.,36477731700;,"History, development, challenges and opportunities of empirical research in audiovisual translation",2016,Across Languages and Cultures,17,2,,155,162,,11.0,10.1556/084.2016.17.2.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995579051&doi=10.1556%2f084.2016.17.2.1&partnerID=40&md5=6b378a0cf669ec245e6a87e52ec7e906,"After drawing a brief history of audiovisual translation (AVT), the paper gives a definition of empirical research and it analyzes when, how and why empirical research started to develop and grow systematically in this field of research. The paper also emphasizes the role of empirical research as a tool enabling us to know more about the actual effectiveness of AVT on its audiences as well as to develop awareness of the audience preferences and viewing habits. Consequently, it functions as an important purveyor of knowledge providing a solid basis for shaping quality and tailor made products suiting diverse types of end-users - be them standard or vulnerable users. © 2016 Akadémiai Kiadó, Budapest",Audiovisual translation; Empirical research; History; Interdisciplinarity; User experience,,Article,Final,Scopus,2-s2.0-84995579051,Peter,,
"Tsonos D., Kouroupetroglou G.",23398816700;8652509400;,Prosodic mapping of text font based on the dimensional theory of emotions: a case study on style and size,2016,"Eurasip Journal on Audio, Speech, and Music Processing",2016,1,8,,,,3.0,10.1186/s13636-016-0087-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961122983&doi=10.1186%2fs13636-016-0087-8&partnerID=40&md5=fbf4f85b154daabfaa8112701317b992,"Current text-to-speech systems do not support the effective provision of the semantics and the cognitive aspects of the documents’ typographic cues (e.g., font type, style, and size). A novel approach is introduced for the acoustic rendition of text font based on the emotional analogy between the visual (text font cues) and the acoustic (speech prosody) modalities. The methodology is based on: a) modeling reader’s emotional state response (“Pleasure”, “Arousal” and “Dominance”) induced by the document’s font cues and b) the acoustic mapping of the emotional state using expressive speech synthesis. A case study was conducted for the proposed methodology by calculating the prosodic values on specific font cues (several font styles and font sizes) and by examining listeners’ preferences on the acoustic rendition of bold, italics, bold-italics, and various font sizes. The experimental results after the user evaluation indicate that the acoustic rendition of font size variations as well as bold and italics is recognized successfully, but bold-italics are confused with bold, due to the similarities of their prosodic variations. © 2016, Tsonos and Kouroupetroglou.",Document accessibility; Document-to-audio; Emotions; Expressive speech synthesis; Text signals; Text-to-speech; Typographic cues; Typographic profile,Cognitive systems; Mapping; Semantics; Speech; Speech synthesis; Document accessibility; Document-to-audio; Emotions; Expressive speech synthesis; Text to speech; Typographic cues; Typographic profile; Speech communication,Article,Final,Scopus,2-s2.0-84961122983,Peter,,
"Petry B., Illandara T., Nanayakkara S.",55533933700;57192559312;23009527800;,MuSS-Bits: Sensor-display blocks for deaf people to explore musical sounds,2016,"Proceedings of the 28th Australian Computer-Human Interaction Conference, OzCHI 2016",,,,72,80,,14.0,10.1145/3010915.3010939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011982173&doi=10.1145%2f3010915.3010939&partnerID=40&md5=3bdb32f81609f750fb6156dbe6abe3dc,"Hearing loss makes learning a musical instrument a challenging task. Prior work suggests that a universal sensory substitution system that works uniformly across all deaf users may not exist given the diversity within the deaf community. In this paper, we present Music Sensory Substitution (MuSS) Bits, wireless sensor-display pairs that enable exploration of musical sound as well as customization of visual and vibrotactile feedback to cater to individual requirements and preferences. MuSS-Bits are portable, easy to deploy on the user's body, on an instrument, or in the environment, and provide real-time feedback. We review existing music sensory substitution systems, discuss the design space for MuSS-Bits, present details of a prototypical implementation and illustrate interaction possibilities including initial user reactions. Copyright © 2016 ACM.",Assistive technologies; Deaf; Learning; Music; Sensory substitution,Audition; Feedback; Interactive computer systems; Assistive technology; Deaf; Learning; Music; Sensory substitution; Human computer interaction,Conference Paper,Final,Scopus,2-s2.0-85011982173,Peter,,
"Armstrong M., Brown A., Crabb M., Hughes C.J., Jones R., Sandford J.",57040522200;57212395814;56421925900;57040431000;56160498000;57206564173;,Understanding the Diverse Needs of Subtitle Users in a Rapidly Evolving Media Landscape,2016,SMPTE Motion Imaging Journal,125,9,7803451,33,41,,5.0,10.5594/JMI.2016.2614919,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009064479&doi=10.5594%2fJMI.2016.2614919&partnerID=40&md5=08072cb5d115b596c91811d0eeeaba97,"Audiences are increasingly using services, such as video on demand and the Web, to watch television programs. Broadcasters need to make subtitles available across all these new platforms. These platforms also create new design opportunities for subtitles along with the ability to customize them to an individual's needs. To explore these new opportunities for subtitles, we have begun the process of reviewing the guidance for subtitles on television and evaluating the original user research. We have found that existing guidelines have been shaped by a mixture of technical constraints, industry practice, and user research, constrained by existing technical standards. This paper provides an overview of the subtitle research at BBC R&D over the past two years. Our research is revealing significant diversity in the needs and preferences of frequent subtitle users, and points to the need for personalization in the way subtitles are displayed. We are developing a new approach to the authoring and display of subtitles that can respond to the user requirements by adjusting the subtitle layout on the client device. © 2002 Society of Motion Picture and Television Engineers, Inc.",Closed captions; diversity; personalization; responsive; subtitles accessibility; television; usability; UX; video; VoD; web,Display devices; Television; Closed captions; diversity; Personalizations; responsive; subtitles accessibility; usability; video; Video on demand,Conference Paper,Final,Scopus,2-s2.0-85009064479,Peter,,
"Wang L., Zhou B., Zhou W., Yang Y.",57059663100;56763164400;57741410000;35486177300;,Odor-induced mood state modulates language comprehension by affecting processing strategies,2016,Scientific Reports,6,,36229,,,,8.0,10.1038/srep36229,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994018402&doi=10.1038%2fsrep36229&partnerID=40&md5=22c1d02ded95c4e54587f19c69863218,"It is controversial whether mood affects cognition by triggering specific processing strategies or by limiting processing resources. The current event-related potential (ERP) study pursued this issue by examining how mood modulates the processing of task relevant/irrelevant information. In question-answer pairs, a question context marked a critical word in the answer sentence as focus (and thus relevant) or non-focus (thereby irrelevant). At the same time, participants were exposed to either a pleasant or unpleasant odor to elicit different mood states. Overall, we observed larger N400s when the critical words in the answer sentences were semantically incongruent (rather than congruent) with the question context. However, such N400 effect was only found for focused words accompanied by a pleasant odor and for both focused and non-focused words accompanied by an unpleasant odor, but not for non-focused words accompanied by a pleasant odor. These results indicate top-down attentional shift to the focused information in a positive mood state and non-selective attention allocated to the focused and non-focused information in a less positive mood state, lending support to the ""processing strategy"" hypothesis. By using a novel approach to induce mood states, our study provides fresh insights into the mechanisms underlying mood modulation of language comprehension. © The Author(s) 2016.",,attention; comprehension; controlled study; exposure; human; human experiment; language; modulation; mood; odor,Article,Final,Scopus,2-s2.0-84994018402,Peter,,
"Kawas S., Karalis G., Wen T., Ladner R.E.",35304872000;57194046396;57192544549;7005099015;,Improving real-Time captioning experiences for deaf and hard of hearing students,2016,ASSETS 2016 - Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,,,,15,23,,36.0,10.1145/2982142.2982164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006802374&doi=10.1145%2f2982142.2982164&partnerID=40&md5=2aa249d404e06422da3111bd3e12519a,"We take a qualitative approach to understanding deaf and hard of hearing (DHH) students' experiences with real-Time captioning as an access technology in mainstream university classrooms. We consider both existing human-based captioning as well as new machine-based solutions that use automatic speech recognition (ASR). We employed a variety of qualitative research methods to gather data about students' captioning experiences including in-class observations, interviews, diary studies, and usability evaluations. We also conducted a co-design workshop with 8 stakeholders after our initial research findings. Our results show that accuracy and reliability of the technology are still the most important issues across captioning solutions. However, we additionally found that current captioning solutions tend to limit students' autonomy in the classroom and present a variety of user experience shortcomings, such as complex setups, poor feedback and limited control over caption presentation. Based on these findings, we propose design requirements and recommend features for real-Time captioning in mainstream classrooms.",Automatic speech recognition; Co-design; Deaf and hard of hearing; Inclusive classrooms; Real-Time captions,Audition; Education; Speech recognition; Transportation; Automatic speech recognition; Co-designs; Hard of hearings; Inclusive classrooms; Real time; Students,Conference Paper,Final,Scopus,2-s2.0-85006802374,Peter,,
"Elliot G.L., Stinson M., Mallory J., Easton D., Huenerfauth M.",57192558202;7005000200;57196791067;56106310000;12240800100;,Deaf and hard of hearing individuals' perceptions of communication with hearing colleagues in small,2016,ASSETS 2016 - Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,,,,271,272,,20.0,10.1145/2982142.2982198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006743964&doi=10.1145%2f2982142.2982198&partnerID=40&md5=c47ee608284268f5d1eeeee9398345f6,This survey-based study investigated the the perception of deaf and hard of hearing (DHH) individuals' perceived need for technologies that may facilitate communication when meeting in small groups with hearing colleagues. Participants were 108 DHH postsecondary students who participated in co-op (internship) and capstone experiences at workplaces with hearing employees within the past two years. Participants' responses to a survey indicated that they were generally not satisfied with their current strategies and technologies for communicating with hearing persons in small groups.,Communication; Deaf; Hard-of-hearing; Small groups; Survey,Communication; Surveying; Surveys; Transportation; Capstone experience; Deaf; Hard of hearings; Small groups; Audition,Conference Paper,Final,Scopus,2-s2.0-85006743964,Peter,,
"Brandão A., Nicolau H., Tadas S., Hanson V.L.",57188749310;34881822600;57224241807;7006835286;,SlidePacer: A presentation delivery tool for instructors of deaf and hard of hearing students,2016,ASSETS 2016 - Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,,,,25,32,,8.0,10.1145/2982142.2982177,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006741787&doi=10.1145%2f2982142.2982177&partnerID=40&md5=8bffa48693d8cc929639afc4ca22c390,"Following multimedia lectures in mainstream classrooms is challenging for deaf and hard-of-hearing (DHH) students, even when provided with accessibility services. Due to multiple visual sources of information (e.g. teacher, slides, interpreter), these students struggle to divide their attention among several simultaneous sources, which may result in missing important parts of the lecture; as a result, access to information is limited in comparison to their hearing peers, having a negative effect in their academic achievements. In this paper we propose a novel approach to improve classroom accessibility, which focuses on improving the delivery of multimedia lectures. We introduce SlidePacer, a tool that promotes coordination between instructors and sign language interpreters, creating a single instructional unit and synchronizing verbal and visual information sources. We conducted a user study with 60 participants on the effects of SlidePacer in terms of learning performance and gaze behaviors. Results show that SlidePacer is effective in providing increased access to multimedia information; however, we did not find significant improvements in learning performance. We finish by discussing our results and limitations of our user study, and suggest future research avenues that build on these insights.",Deaf; Interpreter; Learning; Lecture; Multimedia; Pace; Presentation; Visual sources,Audition; Education; Multimedia services; Teaching; Transportation; Visual languages; Deaf; Interpreter; Learning; Lecture; Multimedia; Pace; Presentation; Students,Conference Paper,Final,Scopus,2-s2.0-85006741787,Peter,,
"Zelic G., Varlet M., Kim J., Davis C.",55039088900;36961417300;35740855000;55447671800;,Influence of pacer continuity on continuous and discontinuous visuo-motor synchronisation,2016,Acta Psychologica,169,,,61,70,,10.0,10.1016/j.actpsy.2016.05.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969498382&doi=10.1016%2fj.actpsy.2016.05.008&partnerID=40&md5=8b13a3d6c2cb181144e9cb3e1e6ea736,"Previous research has reported that synchronising movements with an external pacer, known as sensorimotor synchronisation (SMS), is more stable when the movements are discrete/discontinuous rather than continuous. A standard explanation considers that more efficient mechanisms are involved for regulating synchronisation when producing discontinuous movements. To date, however, only discontinuous pacers (e.g., metronomes) have been investigated to compare discontinuous and continuous SMS. We propose an alternative explanation whereby the discontinuous SMS has benefited from the matching between the (dis)continuous nature of the pacer and the (dis)continuous nature of the movements of synchronisation. The present experiment tested this explanation by examining the relative stability of discontinuous and continuous SMS when synchronising with a continuous pacer. Twelve participants finger tapped (discontinuous SMS) or continuously oscillated their forearm (continuous SMS) in synchrony with an oscillatory visual target. The continuity of the pacer was manipulated by varying the kinematic (harmonic to Rayleigh-like oscillations) and the frequency (0.5 and 1 Hz) of the target oscillations. Overall, the results showed a more stable continuous than discontinuous SMS. Furthermore, the stability of the discontinuous SMS improved when increasing the discontinuity of the target displacements (high nonlinear kinematic and low frequency), showing an interaction between movement type and pacer continuity in SMS. © 2016 Elsevier B.V.",Continuity; Finger tapping; Forearm tracking; Regulation of synchronisation; Visuo-motor synchronisation,"adult; attention; biomechanics; female; finger; human; learning; male; movement (physiology); pattern recognition; physiology; psychomotor performance; young adult; Adult; Association Learning; Attention; Biomechanical Phenomena; Female; Fingers; Humans; Male; Movement; Pattern Recognition, Visual; Psychomotor Performance; Young Adult",Article,Final,Scopus,2-s2.0-84969498382,Peter,,
